Year,Team,Base Salary,Prorated Bonus,Roster Bonus,,CapNumber,Cap %,Cash Paid,Name
2003,Eagles,"$4,000,000","$3,824,390",$0,$0,$0,,$0,,"$7,824,390",10.4%,"$4,000,000",Donovan McNabb
2004,Eagles,"$4,000,000","$3,861,055",$0,$0,$0,,$0,,"$7,861,055",9.8%,"$11,000,000",Donovan McNabb
2005,Eagles,"$4,000,000","$3,861,055",$0,$0,$0,,$0,,"$7,861,055",9.2%,"$4,000,000",Donovan McNabb
2006,Eagles,"$5,500,000","$3,053,911",$0,$0,$0,,$0,,"$8,553,911",8.4%,"$5,500,000",Donovan McNabb
2007,Eagles,"$5,500,000","$3,053,911",$0,$0,$0,,$0,,"$8,553,911",7.8%,"$5,500,000",Donovan McNabb
2008,Eagles,"$6,300,000","$3,053,911",$0,$0,$0,,$0,,"$9,353,911",8.1%,"$6,300,000",Donovan McNabb
2009,Eagles,"$9,200,000","$7,766,670","$2,800,000","$500,000",$0,,"$12,000,000",,"$20,204,170",16.4%,"$12,437,500",Donovan McNabb
2010,Redskins,"$3,500,000","$5,000,000","$6,200,000","$500,000","$9,637,500",,"$6,200,000",,"$24,775,000",--,"$15,106,250",Donovan McNabb
Year,Team,Base Salary,Prorated Bonus,Roster Bonus,Per Game Roster Bonus,,Guaranteed Salary,,CapNumber,Cap %,Cash Paid,Name
2000,Jets,"$193,000","$929,477",$0,$0,,$0,,"$1,122,477",1.8%,"$4,324,010",Chad Pennington
2001,Jets,"$298,000","$929,477",$0,$0,,$0,,"$1,122,477",1.7%,"$298,000",Chad Pennington
2002,Jets,"$375,000","$1,585,807",$0,$0,,$0,,"$1,304,477",1.8%,"$2,343,990",Chad Pennington
2003,Jets,"$4,000,000","$1,585,807",$0,$0,,$0,,"$6,898,467",9.2%,"$5,250,000",Chad Pennington
2004,Jets,"$1,000,000","$4,069,431",$0,$0,,$0,,"$5,069,431",6.3%,"$19,000,000",Chad Pennington
2005,Jets,"$1,000,000","$3,000,000","$2,000,000",$0,,$0,,"$6,000,000",7.0%,"$3,000,000",Chad Pennington
2006,Jets,"$585,000","$3,000,000","$2,455,000",$0,,$0,,"$12,000,000",11.8%,"$9,040,000",Chad Pennington
2007,Jets,"$4,000,000","$3,000,000",$0,$0,,$0,,"$7,000,000",6.4%,"$4,000,000",Chad Pennington
